question,contexts,ground_truth,evolution_type,metadata,episode_done
What characterizes sleep in terms of reduced sensory activity?,"['---\ntitle: Sleep\ndate: 20201120\nauthor: Lyz\n---  \n[Sleep](https://en.wikipedia.org/wiki/Sleep) is a naturally recurring state of\nmind and body, characterized by altered consciousness, relatively inhibited\nsensory activity, reduced muscle activity and inhibition of nearly all voluntary\nmuscles during rapid eye movement (REM) sleep,and reduced interactions with\nsurroundings. Distinguished from wakefulness by a decreased ability to\nreact to stimuli.  \n!!! note """"\nMost of the content of this article is extracted from the [Why we sleep book\nby Matthew\nWalker](https://www.goodreads.com/book/show/34466963-why-we-sleep)']","Sleep is characterized by relatively inhibited sensory activity, reduced muscle activity, and inhibition of nearly all voluntary muscles during rapid eye movement (REM) sleep.",simple,"[{'source': 'my_benchmark/documents/sleep.md', 'id': 22}]",True
What is the process for discussing and modifying sprint goals during a sprint review?,"['reference:  \n* The expected current sprint undone tasks are reviewed.\n* The sprint goals are discussed, modified and agreed. If there are many\nchanges, we might think of setting the goals together in next sprints.\n* The scrum master does a quick description of each issue.\n* Each task priority is discussed and updated.  \n## Retro meetings  \nRetrospectives or Retros are the meetings where the scrum team plan ways to\nincrease the quality and effectiveness of the team.  \nThe scrum master conducts different dynamics to help the rest of the scrum team\ninspect how the last Sprint went with regards to individuals, interactions,\nprocesses, tools, and their Definition of Done and Ready. Assumptions that led\nthem astray are identified and their origins explored. The most impactful\nimprovements are addressed as soon as possible. They may even be added to the\nbacklog for the next sprint.  \nAlthough improvements may be implemented at any time, the sprint']","During a sprint review, the sprint goals are discussed, modified, and agreed upon. If there are many changes, the team might consider setting the goals together in the next sprints.",simple,"[{'1': 'The meetings', 'source': 'my_benchmark/documents/scrum.md', 'id': 6}]",True
What sets sleep apart from wakefulness in sensory and muscle activity?,"['---\ntitle: Sleep\ndate: 20201120\nauthor: Lyz\n---  \n[Sleep](https://en.wikipedia.org/wiki/Sleep) is a naturally recurring state of\nmind and body, characterized by altered consciousness, relatively inhibited\nsensory activity, reduced muscle activity and inhibition of nearly all voluntary\nmuscles during rapid eye movement (REM) sleep,and reduced interactions with\nsurroundings. Distinguished from wakefulness by a decreased ability to\nreact to stimuli.  \n!!! note """"\nMost of the content of this article is extracted from the [Why we sleep book\nby Matthew\nWalker](https://www.goodreads.com/book/show/34466963-why-we-sleep)']","Sleep is characterized by relatively inhibited sensory activity, reduced muscle activity, and inhibition of nearly all voluntary muscles during rapid eye movement (REM) sleep, which sets it apart from wakefulness.",reasoning,"[{'source': 'my_benchmark/documents/sleep.md', 'id': 22}]",True
How are task priorities adjusted in sprints after reviewing incomplete tasks?,"['reference:  \n* The expected current sprint undone tasks are reviewed.\n* The sprint goals are discussed, modified and agreed. If there are many\nchanges, we might think of setting the goals together in next sprints.\n* The scrum master does a quick description of each issue.\n* Each task priority is discussed and updated.  \n## Retro meetings  \nRetrospectives or Retros are the meetings where the scrum team plan ways to\nincrease the quality and effectiveness of the team.  \nThe scrum master conducts different dynamics to help the rest of the scrum team\ninspect how the last Sprint went with regards to individuals, interactions,\nprocesses, tools, and their Definition of Done and Ready. Assumptions that led\nthem astray are identified and their origins explored. The most impactful\nimprovements are addressed as soon as possible. They may even be added to the\nbacklog for the next sprint.  \nAlthough improvements may be implemented at any time, the sprint', '* The sprint goals are discussed, modified and agreed. If there are many\nchanges, we might think of setting the goals together in next sprints.\n* The scrum master does a quick description of each issue.\n* Each task priority is discussed and updated.  \n## Retro meetings  \nRetrospectives or Retros are the meetings where the scrum team plan ways to\nincrease the quality and effectiveness of the team.  \nThe scrum master conducts different dynamics to help the rest of the scrum team']",Task priorities are discussed and updated after reviewing incomplete tasks during the sprint meetings.,reasoning,"[{'1': 'The meetings', 'source': 'my_benchmark/documents/scrum.md', 'id': 6}, {'1': 'The meetings', 'source': 'my_benchmark/documents/scrum.md', 'id': 10}]",True
"How are diversity, inclusion, and workplace culture linked?","[""* [Osasumwen Arigbe article on Diversity, Inclusion, and Anonymous Feedback](https://inkrement.io/blog/diversity-inclusion-and-anonymous-feedback/)\n* [Paula Clapon article Why anonymous employee feedback is the better alternative](https://gethppy.com/employee-engagement/why-anonymous-employee-feedback-is-the-better-alternative)\n* [Julian Cook article](https://www.linkedin.com/pulse/three-reasons-why-anonymous-workplace-feedback-better-julian-cook).\n    I haven't used it's text, but it's written for managers in their language,\n    it may help someone there.\n[![](not-by-ai.svg){: .center}](https://notbyai.fyi)""]",The answer to given question is not present in context,reasoning,"[{'source': 'my_benchmark/documents/anonymous_feedback.md', 'id': 16}]",True
"How does gingivitis fit into gum disease, and how does interdental cleaning help prevent it?","['breath. The most common types of dental disease are [tooth\ndecay](https://en.wikipedia.org/wiki/Tooth_decay) (cavities, dental caries) and\ngum diseases, including [gingivitis](https://en.wikipedia.org/wiki/Gingivitis),\nand [periodontitis](https://en.wikipedia.org/wiki/Periodontitis).  \nGeneral guidelines suggest brushing twice a day: after breakfast and before\ngoing to bed, but ideally the mouth would be cleaned after every meal. Cleaning', 'breath. The most common types of dental disease are [tooth\ndecay](https://en.wikipedia.org/wiki/Tooth_decay) (cavities, dental caries) and\ngum diseases, including [gingivitis](https://en.wikipedia.org/wiki/Gingivitis),\nand [periodontitis](https://en.wikipedia.org/wiki/Periodontitis).  \nGeneral guidelines suggest brushing twice a day: after breakfast and before\ngoing to bed, but ideally the mouth would be cleaned after every meal. Cleaning\nbetween the teeth is called interdental cleaning and is as important as tooth\nbrushing. This is because a toothbrush cannot reach between the teeth and\ntherefore only removes about 50% of plaque from the surface of the teeth.\nThere are many tools to clean between the teeth, including floss and interdental\nbrushes; it is up to each individual to choose which tool they prefer to use.  \nOver 80% of cavities occur inside fissures in teeth where brushing cannot reach\nfood left trapped after eating and saliva and fluoride have no access to']","Gingivitis is a type of gum disease, which is one of the most common types of dental disease along with tooth decay. Interdental cleaning helps prevent gingivitis by removing plaque and food particles from between the teeth, areas that a toothbrush cannot reach. This is important because a toothbrush only removes about 50% of plaque from the surface of the teeth, and effective interdental cleaning can help maintain gum health.",multi_context,"[{'1': 'How to take care of your teeth', 'source': 'my_benchmark/documents/teeth.md', 'id': 165}, {'1': 'How to take care of your teeth', 'source': 'my_benchmark/documents/teeth.md', 'id': 86}]",True
What heart health risks come from lack of sleep and how do they link to other systems?,"[""# Consequences of lack of sleep  \nSleeping less than six or seven hours a night can produce these consequences:  \n* Demolishing of the immune system.\n* Doubling your risk of cancer.\n* Is a key lifestyle factor determining and worsening the development of the Alzheimer's\ndisease.\n* Disruption of blood sugar levels so profoundly that you would be classified as\npre-diabetic.\n* Increase the likelihood of block and brittle of your coronary arteries.\nSetting you on a path toward cardiovascular disease, stroke, and congestive\nheart failure.\n* Contributes to all major psychiatric conditions, including depression,\nanxiety, and suicidality.\n* Swelling concentrations of a hormone that makes you feel hungry while\nsuppressing a companion hormone that otherwise signals food satisfaction.\n* Thwart the ability to learn and memorize.  \nA balanced diet and exercise are of vital importance, but we now see sleep as\nthe key factor in health. The physical and mental impairments caused by one"", ""# Consequences of lack of sleep  \nSleeping less than six or seven hours a night can produce these consequences:  \n* Demolishing of the immune system.\n* Doubling your risk of cancer.\n* Is a key lifestyle factor determining and worsening the development of the Alzheimer's\ndisease.\n* Disruption of blood sugar levels so profoundly that you would be classified as\npre-diabetic.\n* Increase the likelihood of block and brittle of your coronary arteries.\nSetting you on a path toward cardiovascular disease, stroke, and congestive\nheart failure.\n* Contributes to all major psychiatric conditions, including depression,\nanxiety, and suicidality.\n* Swelling concentrations of a hormone that makes you feel hungry while\nsuppressing a companion hormone that otherwise signals food satisfaction.\n* Thwart the ability to learn and memorize.  \nA balanced diet and exercise are of vital importance, but we now see sleep as\nthe key factor in health. The physical and mental impairments caused by one""]","Lack of sleep increases the likelihood of block and brittle coronary arteries, setting you on a path toward cardiovascular disease, stroke, and congestive heart failure. This disruption in heart health is linked to other systems through the overall deterioration of health, including the immune system, blood sugar levels, and mental health conditions.",multi_context,"[{'1': 'Consequences of lack of sleep', 'source': 'my_benchmark/documents/sleep.md', 'id': 64}, {'1': 'Consequences of lack of sleep', 'source': 'my_benchmark/documents/sleep.md', 'id': 68}]",True
"How are sprint goals assessed and adjusted in reviews, and how do retrospectives boost team effectiveness?","['reference:  \n* The expected current sprint undone tasks are reviewed.\n* The sprint goals are discussed, modified and agreed. If there are many\nchanges, we might think of setting the goals together in next sprints.\n* The scrum master does a quick description of each issue.\n* Each task priority is discussed and updated.  \n## Retro meetings  \nRetrospectives or Retros are the meetings where the scrum team plan ways to\nincrease the quality and effectiveness of the team.  \nThe scrum master conducts different dynamics to help the rest of the scrum team\ninspect how the last Sprint went with regards to individuals, interactions,\nprocesses, tools, and their Definition of Done and Ready. Assumptions that led\nthem astray are identified and their origins explored. The most impactful\nimprovements are addressed as soon as possible. They may even be added to the\nbacklog for the next sprint.  \nAlthough improvements may be implemented at any time, the sprint', '* The sprint goals are discussed, modified and agreed. If there are many\nchanges, we might think of setting the goals together in next sprints.\n* The scrum master does a quick description of each issue.\n* Each task priority is discussed and updated.  \n## Retro meetings  \nRetrospectives or Retros are the meetings where the scrum team plan ways to\nincrease the quality and effectiveness of the team.  \nThe scrum master conducts different dynamics to help the rest of the scrum team']","Sprint goals are assessed and adjusted during reviews by discussing, modifying, and agreeing on them. If there are many changes, the team might consider setting the goals together in the next sprints. Retrospectives boost team effectiveness by allowing the scrum team to plan ways to increase quality and effectiveness, inspect how the last Sprint went, identify assumptions that led them astray, and address impactful improvements as soon as possible.",multi_context,"[{'1': 'The meetings', 'source': 'my_benchmark/documents/scrum.md', 'id': 6}, {'1': 'The meetings', 'source': 'my_benchmark/documents/scrum.md', 'id': 10}]",True
What drives sleepiness and alertness—internal clock or sleep pressure?,"['# Sleep physiological effects  \nThere are two main factors that determine when you want to sleep or stay awake:  \n* The signal sent by the suprachiasmatic nucleus following the circadian rhythm.\n* Sleep pressure: The brain builds up a chemical substance that creates\nthe ""sleep pressure"". The longer you\'ve been awake, the more that chemical\nsleep pressure accumulates, and consequentially, the sleepier you feel.  \n## The circadian rhythm  \nWe have an internal clock deep within the brain, called the suprachiasmatic\nnucleus, that creates a cycling, day-night rhythm, known as circadian rhythm,\nthat makes you feel tired or alert at regular times of night and day,\nrespectively. The circadian rhythm determines:  \n* When you want to be awake or asleep.\n* Your timed preferences for eating and drinking.\n* Your moods and emotions\n* The amount of urine you produce.\n* Your core body temperature.\n* Your metabolic rate.\n* The release of numerous hormones.', '# Sleep physiological effects  \nThere are two main factors that determine when you want to sleep or stay awake:  \n* The signal sent by the suprachiasmatic nucleus following the circadian rhythm.\n* Sleep pressure: The brain builds up a chemical substance that creates\nthe ""sleep pressure"". The longer you\'ve been awake, the more that chemical\nsleep pressure accumulates, and consequentially, the sleepier you feel.  \n## The circadian rhythm  \nWe have an internal clock deep within the brain, called the suprachiasmatic\nnucleus, that creates a cycling, day-night rhythm, known as circadian rhythm,\nthat makes you feel tired or alert at regular times of night and day,\nrespectively. The circadian rhythm determines:  \n* When you want to be awake or asleep.\n* Your timed preferences for eating and drinking.\n* Your moods and emotions\n* The amount of urine you produce.\n* Your core body temperature.\n* Your metabolic rate.\n* The release of numerous hormones.']","Sleepiness and alertness are driven by two main factors: the signal sent by the suprachiasmatic nucleus following the circadian rhythm, and sleep pressure, which is a chemical substance that accumulates in the brain the longer you are awake.",multi_context,"[{'1': 'Sleep physiological effects', 'source': 'my_benchmark/documents/sleep.md', 'id': 68}, {'1': 'Sleep physiological effects', 'source': 'my_benchmark/documents/sleep.md', 'id': 72}]",True
"What flaws does non-anonymous feedback have in addressing workplace issues, and how does anonymity help?","['A formal, non-anonymous feedback form will only reveal some of the\nsuperficial, non-threatening issues that affect the workplace, without\nmentioning the most important, underlying problems. The real problems that\nno one talks about because they know they are so important that they could\nstir things up.  \nIn fact, these controversial, important issues are the ones that need to be\nbrought to the table as soon as possible. They should be addressed by the', ""A formal, non-anonymous feedback form will only reveal some of the\n    superficial, non-threatening issues that affect the workplace, without\n    mentioning the most important, underlying problems. The real problems that\n    no one talks about because they know they are so important that they could\n    stir things up.\n\n    In fact, these controversial, important issues are the ones that need to be\n    brought to the table as soon as possible. They should be addressed by the\n    entire team before they become a source of unhappiness, conflict and lack of\n    productivity.\n\n    An anonymous feedback instrument gives you real power over those issues\n    because it doesn't matter who brought it up, but that it’s resolved. For\n    a manager, that insight is invaluable.\n\n* *It builds trust*: Anonymous feedback allows the employee see how management\n    reacts to feedback, understand how people perceive their constructive (and\n    sometimes critical) opinions, how are the open-door policies being applied\n    and build up self esteem.\n\n* *It offers a sense of security*: Anonymity soothes the employee anxiety and\n    creates a greater willingness to share our ideas and opinions.\n\n* *It allows every voice to be heard and respected*: In workplaces, where they\n    practice direct or attributed feedback, leaders may give preference to some\n    voices over others. Due to our unconscious biases, people of higher\n    authority, backgrounds, or eloquence tend to command respect and attention.\n    In such situations, the issues they raise are likely to get immediate\n    attention than those raised by the rest of the group. However, when feedback\n    is collected anonymously, it eliminates biases and allows leaders to focus\n    entirely on the feedback.""]","Non-anonymous feedback forms only reveal superficial, non-threatening issues and fail to address the most important underlying problems that could stir conflict. Anonymity helps by allowing real issues to be brought to the table without fear of repercussions, building trust, offering a sense of security, and ensuring that every voice is heard and respected, free from biases that may favor those in higher authority.",multi_context,"[{'1': 'Pros and cons', 'source': 'my_benchmark/documents/anonymous_feedback.md', 'id': 52}, {'source': 'my_benchmark/documents/anonymous_feedback.md', 'id': 13}]",True
